,query,initial label,predicted label
10610,get me a hotel room for 4 people from march 1st to 3rd in seattle,international_fees,book_hotel
10613,can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,insurance_change,book_hotel
10619,is there anything available in new york city from april 2 through april 8,book_hotel,travel_suggestion
10637,what's a good hotel to stay at in chicago,spelling,book_hotel
10647,can you book me a place to stay in denver from wednesday to friday,measurement_conversion,book_hotel
10664,do you know of any well reviewed hotels in chicago,book_hotel,restaurant_suggestion
10668,look up hotels with positive reviews in new york city,book_hotel,restaurant_reviews
10676,help me find a good reviews hotel in la,meal_suggestion,restaurant_reviews
10677,i need a hotel in new orleans from may 2 - 5 near the french quarter,timezone,book_hotel
10679,find me a hotel in seattle with great reviews,yes,book_hotel
10683,i need a well-rated hotel in vegas,jump_start,book_hotel
10688,book me a hotel in pittsburgh near grant street for 3/15 through 3/18,next_holiday,book_hotel
10711,place a marker for me where i am on the map,cancel_reservation,current_location
10716,list my current gps coordinates,current_location,share_location
10734,"where am i right now, location wise",do_you_have_pets,current_location
10744,i need to know my location,rollover_401k,current_location
10747,i need to find out how i know my location right now,measurement_conversion,current_location
10752,how can i tell what my current location is,travel_suggestion,current_location
10759,where are we located,international_fees,current_location
10764,i need to know my present gps coordinates,credit_limit,current_location
10767,"how do i find my location right now, please",directions,current_location
10785,how can i find my current location,oil_change_when,current_location
10791,could you pull up my location on the map,bill_balance,current_location
10818,what is the weather going to be like,card_declined,weather
10830,will it snow this weekend,maybe,weather
10837,what is the temperature in costa mesa,ingredient_substitution,weather
10838,what is the weather report for costa mesa,spelling,weather
10864,tell me what the weather is like,change_ai_name,weather
10871,is sparks experiencing bad weather right now,w2,weather
10875,when is the next rain chance,tire_pressure,weather
10878,tell me today's weather forecast,change_accent,weather
10879,tell me about the weather today,restaurant_reservation,weather
10893,what's today's weather going to be,calendar,weather
10902,what is the tax amount,redeem_rewards,taxes
10920,how much money am i going to lose this year for state taxes,credit_score,taxes
10941,how much do i pay the government in taxes,interest_rate,taxes
10945,what do i owe the government on my taxes,meeting_schedule,taxes
10952,how much is my income tax,current_location,taxes
10957,what amount am i taxed on my income,min_payment,taxes
10962,how much money will i get or owe on my federal tax return,exchange_rate,taxes
10987,what is my state taxes currently,ingredients_list,taxes
10988,what will my state taxes amount to this year,report_fraud,taxes
10992,how much do i pay in my taxes,recipe,taxes
11000,how much can i get away with paying for my college loan,min_payment,apr
11004,minimum payment of my bill please,freeze_account,min_payment
11009,please lookup the minimum i need to pay on my credit card,uber,min_payment
11018,please tell me the minimum i can pay on my electric bill,spending_history,min_payment
11032,i wanna know the bill's minimum payment,replacement_card_duration,min_payment
11042,please inform me of the minimum payment of the bill,directions,min_payment
11052,what is the minimum payment i can make on my xcel energy bill,exchange_rate,min_payment
11061,could you tell me the minimum payment on my mortgage,play_music,min_payment
11066,what is the least amount i can pay for power bill,rewards_balance,min_payment
11069,how much is the least i can pay for power bill,transfer,min_payment
11073,what is the minimum payment on my phone bill,what_is_your_name,min_payment
11094,what is the minimum for my citicard this month,min_payment,credit_limit
11102,can you please lower the volume please,whisper_mode,change_volume
11106,turn on your whisper mode,balance,whisper_mode
11107,i'm going to need you to be quiet now please,whisper_mode,change_volume
11111,volume to whisper voice,update_playlist,whisper_mode
11117,whisper from now on,cook_time,whisper_mode
11119,do not talk so loudly,whisper_mode,change_volume
11124,turn your volume up,whisper_mode,change_volume
11125,turn up your volume,whisper_mode,change_volume
11127,let's start whispering,food_last,whisper_mode
11133,let's switch out of whisper mode,find_phone,whisper_mode
11138,shh please speak with a whisper,flight_status,whisper_mode
11139,please turn on whisper mode,mpg,whisper_mode
11144,"go back to whisper mode, please",ingredients_list,whisper_mode
11160,please turn on whisper mode because i am about to be in class,w2,whisper_mode
11172,"i can't hear you, stop whispering!",whisper_mode,change_volume
11180,6 inch voices please,whisper_mode,change_volume
11183,please switch to whisper mode,maybe,whisper_mode
11204,mute,cancel,change_volume
11205,stop,do_you_have_pets,cancel
11208,quiet now,cancel,whisper_mode
11209,shhhh,cancel,change_volume
11211,can you be quiet please,cancel,change_volume
11213,please be quiet,cancel,whisper_mode
11215,please cancel that last command,flight_status,cancel
11216,can you cancel what you were doing,what_are_your_hobbies,cancel
11217,can you cancel,tell_joke,cancel
11221,discontinue please,change_user_name,cancel
11222,i don't want you to speak any more for now,calories,cancel
11223,discontinue your current task,translate,cancel
11230,"sorry, you can actually stop that",repeat,cancel
11243,please be quiet now,cancel,change_volume
11247,would you stop talking please,fun_fact,cancel
11258,please cancel that last task,cancel,todo_list_update
11279,stop the process happening now,pto_used,cancel
11300,i want to see paris will i need an international visa,uber,international_visa
11312,do i need an international visa to go to south korea,who_made_you,international_visa
11334,do i need a visa for canada,play_music,international_visa
11335,do i need a travel visa to visit germany,reset_settings,international_visa
11348,do i need an international visa to go to england,travel_suggestion,international_visa
11372,should i get a visa for crete,improve_credit_score,international_visa
11379,do i need a visa to travel to isreal,shopping_list,international_visa
11386,does france have their own version of a visa,exchange_rate,international_visa
11387,does mexico require an international visa,share_location,international_visa
11388,does ireland require an international visa,shopping_list_update,international_visa
11405,how many vaccinations will i need to travel to asia,accept_reservations,vaccines
11421,what shots do i need before heading to france,travel_alert,vaccines
11425,are vaccinations needed for trips to guana,restaurant_reviews,vaccines
11426,should i get a vaccination before i go to katmandu,change_accent,vaccines
11440,should i get any shots before i go to kenya,next_song,vaccines
11450,are any shots recommended before going to kenya,last_maintenance,vaccines
11455,do i need some vaccinations or anything if i'm going to eastern europe,calories,vaccines
11461,are shots needed for uk travel,credit_limit_change,vaccines
11478,can you tell me which vaccines i need to take before mexico,shopping_list,vaccines
11489,i need a list of vaccinations for a trip to paris,who_made_you,vaccines
11496,can you explain to me what type of vacation days i have still,schedule_meeting,pto_balance
11521,how many pto days do i have for the year,pto_balance,pto_used
11525,what's the current amount of vacation owed to me,application_status,pto_balance
11531,how much paid time off have i earned to date,pto_balance,pto_used
11533,what's the current count of my pto days,pto_balance,pto_used
11535,how much pto have i accrued,travel_alert,pto_balance
11548,what is the amount of vacation days i have left,application_status,pto_balance
11567,can you tell me the remaining time i have for pto,timer,pto_balance
11573,how much vacation time have i accrued,book_hotel,pto_balance
11583,provide me the number of vacation days i have,restaurant_suggestion,pto_balance
11585,do i have any remaining pto days,todo_list_update,pto_balance
11587,do i have any pto days left,next_song,pto_balance
11591,how many more vacation days can i use this year,are_you_a_bot,pto_balance
11595,"i'm at home, so where is the closest starbucks",directions,restaurant_suggestion
11596,what's the distance between home and the closest starbucks,directions,distance
11597,is there a starbucks close to home,directions,restaurant_suggestion
11598,direct me to the closest starbucks near home,oil_change_how,directions
11609,how do i get to the museum by bus,next_song,directions
11615,i need to know where the nearest place that has mountain dew is,directions,restaurant_suggestion
11618,how can i travel by bus to the grand canyon,timezone,directions
11620,i want to visit chicago by bus what do i need to do,directions,travel_suggestion
11628,where is the closest starbucks,directions,restaurant_suggestion
11640,where's the nearest gas station,directions,gas
11648,can a bus get me to the statue of liberty,payday,directions
11650,how do i get to the statue of liberty on foot,user_name,directions
11652,is there a tire repair place near the post office,directions,tire_change
11654,what's the closest mcdonalds,directions,restaurant_reviews
11656,i want to see the golden gate bridge and i'm walking on 5th street right now,directions,travel_suggestion
11666,please tell me the location of the nearest target store,directions,current_location
11667,can you tell me where the atm closest to my current location is,directions,current_location
11668,"where is the nearest gas station to 20th and market streets, in philadelphia, pa",carry_on,directions
11669,find me the location of the nearest gas station,directions,distance
11672,what are the nearest streets to the statue of liberty in new york,calendar_update,directions
11673,"search for the nearest atm to newark penn station, newark in new jersey",pay_bill,direct_deposit
11676,starbucks near me,directions,restaurant_suggestion
11678,what's the nearest starbucks,directions,restaurant_suggestion
11682,where is the closest applebees to the empire state building,directions,restaurant_suggestion
11689,give me the location for the nearest bank,directions,current_location
11691,can you tell me the nearest restaurant to me and give me directions,restaurant_reservation,directions
11692,can you tell me the location of the nearest bank,directions,current_location
11695,what is the spelling of potato,rollover_401k,spelling
11708,how do you spell out newspaper,improve_credit_score,spelling
11713,"spell ""requisite"" for me",pto_used,spelling
11740,spell government,fun_fact,spelling
11744,how is the word acquaintance spelled,how_old_are_you,spelling
11750,i wish i knew how to spell mississippi,tell_joke,spelling
11759,i don't know how to spell circumference,cancel,spelling
11763,tell me the complete spelling of definitely,schedule_meeting,spelling
11767,count the number of the letter a in happiness,spelling,calculator
11770,tell how many a's are in the word happiness,sync_device,spelling
11790,how many ss are in narcissism,spelling,definition
11792,can you help me spell facetiousness,sync_device,spelling
11797,"hello, anyone there",schedule_meeting,greeting
11800,how's it going right now,thank_you,greeting
11812,how're you doing,mpg,greeting
11813,it's good to see you,smart_home,greeting
11819,"wake up, ai",greeting,alarm
11829,hello siri,cancel_reservation,greeting
11840,hi how is everything,pto_request_status,greeting
11844,why hello,change_speed,greeting
11876,how are things going for you,redeem_rewards,greeting
11897,go back to your original settings,change_user_name,reset_settings
11905,please go back to to factory settings now,transactions,reset_settings
11929,please revert to your factory settings,goodbye,reset_settings
11944,help me get my device back to it's factory settings,cancel,reset_settings
11948,please turn my settings back to the original settings,order_checks,reset_settings
11965,revert back to your factory settings,pto_request,reset_settings
11973,go to default setting,distance,reset_settings
11976,i'd like to switch back to my factory settings,book_hotel,reset_settings
11982,let's go to default settings,uber,reset_settings
11990,i want factory settings put back in place,current_location,reset_settings
11996,what's should i call you by,what_is_your_name,change_ai_name
12000,i'd like to know what to call you,pay_bill,change_ai_name
12002,do you have a preference regarding what i should call you,what_is_your_name,change_user_name
12010,what should i refer to you as,calories,change_user_name
12011,what name would you like me to call you,what_is_your_name,change_user_name
12012,what name do you want me to call you,what_is_your_name,change_ai_name
12014,what name should i use when talking with you,what_is_your_name,change_ai_name
12016,is there a name that you preferred to be called by,what_is_your_name,change_ai_name
12017,please tell me the name i should use when talking to you,what_is_your_name,change_ai_name
12021,what name should i use for you,what_is_your_name,change_ai_name
12023,what do you want me to call you,what_is_your_name,change_user_name
12024,what would you like to be called,what_is_your_name,change_ai_name
12025,what do you want me to refer to you as,what_is_your_name,change_user_name
12026,what name would you like me to use,what_is_your_name,change_ai_name
12032,how would you like me to refer to you,what_is_your_name,change_user_name
12033,what name should i use to call for you,what_is_your_name,change_user_name
12034,what is the name i should use to refer to you,what_is_your_name,change_ai_name
12035,do you know your name,what_is_your_name,user_name
12036,who gave you your name,schedule_meeting,who_made_you
12038,what can i address you,what_is_your_name,change_ai_name
12040,i want to know the name that was given by the person who made you,what_is_your_name,who_made_you
12042,what do you prefer being called,what_is_your_name,change_ai_name
12048,what do you like being called,what_is_your_name,change_ai_name
12049,how would you like me to call you,what_is_your_name,change_user_name
12051,how can i get your attention,what_is_your_name,greeting
12053,do you have a way you like to be referred to,what_is_your_name,change_user_name
12057,what can i refer to you by,what_is_your_name,change_ai_name
12061,can i call you by any name,what_is_your_name,change_user_name
12063,i need to know your name,balance,what_is_your_name
12064,i need your name,share_location,what_is_your_name
12067,tell me your name,yes,what_is_your_name
12068,you must tell me your name,tire_pressure,what_is_your_name
12069,what name do you want to be called,what_is_your_name,change_ai_name
12070,"when referring to you, what name do you want me to use",book_hotel,what_is_your_name
12072,provide the name i should use to refer to you,what_is_your_name,change_ai_name
12081,"ai, what can i call you",what_is_your_name,change_ai_name
12082,"ai, what's your name",carry_on,what_is_your_name
12084,"ai, what should i call you",what_is_your_name,change_ai_name
12087,would you like to introduce yourself,whisper_mode,greeting
12089,what name should i use to address you,what_is_your_name,change_ai_name
12090,what name should i refer to you as,what_is_your_name,change_ai_name
12091,how would you like to be referred to,what_is_your_name,change_user_name
12092,what name should i use when i call you,what_is_your_name,change_ai_name
12095,search google for how to set up direct deposit,weather,direct_deposit
12109,set up a direct deposit,report_lost_card,direct_deposit
12126,i need help to set up direct deposit,tire_pressure,direct_deposit
12133,how can i have my paycheck directly deposited in my account,schedule_meeting,direct_deposit
12157,how is a direct deposit set up,w2,direct_deposit
12159,i need to set up a direct deposit,ingredient_substitution,direct_deposit
12171,can you show me how to set up direct deposit,w2,direct_deposit
12174,help setting up direct deposit,expiration_date,direct_deposit
12183,i'd like to have my paycheck direct deposited to my chase account,travel_suggestion,direct_deposit
12191,can you walk me through setting up direct deposits to my bank of internet savings account,user_name,direct_deposit
12200,how can i find my interest rate for my alliance account,card_declined,interest_rate
12203,what is the rate of interest on my savings account,sync_device,interest_rate
12222,what is the interest rate i am receiving from the start of the year,schedule_meeting,interest_rate
12224,can you tell me what my interest rate from first federal is,play_music,interest_rate
12227,i need the interest rate on my capital one account,change_accent,interest_rate
12229,i need help finding the apr on my aspire loan,interest_rate,apr
12234,tell me how to locate the interest rate for my jonah account,change_accent,interest_rate
12242,what is my annual percentage rate,interest_rate,apr
12253,is my savings interest rate too low,accept_reservations,interest_rate
12263,let me know what my interest rate is,spelling,interest_rate
12270,what interest rate am i getting from citigroup,transactions,interest_rate
12285,what is the interest rate on my charles schwab checking account,report_fraud,interest_rate
12296,may i have a higher limit on my mastercard,improve_credit_score,credit_limit_change
12307,can i increase my credit limit from 1000 to 2000 please,restaurant_reviews,credit_limit_change
12328,i need to increase my credit limit,repeat,credit_limit_change
12334,please help me increase my mastercard credit card limit,international_visa,credit_limit_change
12336,"i would like to increase my bank of america credit limit, can you help me",income,credit_limit_change
12337,is there a way to increase the credit limit on my american express card,nutrition_info,credit_limit_change
12341,how would i raise my credit spending by 250 dollars,credit_limit_change,improve_credit_score
12352,"can you increase my credit limit to $7,500",reset_settings,credit_limit_change
12378,can i increase thencrdeit limit for my chase visa card,sync_device,credit_limit_change
12385,can i raise the credit limit for my discover card,update_playlist,credit_limit_change
12399,what are your favorite hobbies to take part in,yes,what_are_your_hobbies
12400,what things do you like to do,traffic,what_are_your_hobbies
12403,what are ai's hobbies,what_are_your_hobbies,greeting
12416,is there anything you like to do in your free time,spelling,what_are_your_hobbies
12421,so what sort of hobbies are you into,card_declined,what_are_your_hobbies
12430,what things do you enjoy doing,new_card,what_are_your_hobbies
12434,i like to paint in my free time-do you have any hobbies like that,play_music,what_are_your_hobbies
12483,what sorts of things do you do for fun,goodbye,what_are_your_hobbies
12484,what sort of hobbies are you into,what_can_i_ask_you,what_are_your_hobbies
12494,"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",last_maintenance,book_flight
12497,find me round trip flights out of lax to sfox,balance,book_flight
12518,compare fares for al italia from bucharest to tampa returning before thanksgiving,schedule_meeting,book_flight
12523,can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,reset_settings,book_flight
12525,help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,transactions,book_flight
12537,find me a roundtrip flight from dallas to los angeles from march 2 to march 10,measurement_conversion,book_flight
12545,are there any flights out of la to chicago on march 3rd for under $500,gas,book_flight
12548,confirm a flight for me from ft lauderdale to houston on southwest,book_flight,confirm_reservation
12561,"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",roll_dice,book_flight
12585,i need a flight booked from dallas to miami on american airlines,sync_device,book_flight
12592,book me a flight from o'hare to las vegas on deltacom,shopping_list,book_flight
12593,would you let me know what is on my shopping list,book_hotel,shopping_list
12596,do you want me to shop for peanut butter,shopping_list,shopping_list_update
12599,did i put bread on my shopping list,shopping_list,shopping_list_update
12601,can you tell me if i have paper towels on my shopping list,shopping_list,shopping_list_update
12602,does my shopping list include apples right now,shopping_list,shopping_list_update
12604,do i have carrots on my shopping list,shopping_list,shopping_list_update
12612,what does my shopping list entail,account_blocked,shopping_list
12615,tell me my shopping list,text,shopping_list
12620,list out my shopping list for me,directions,shopping_list
12637,check if my shopping list has tomato,application_status,shopping_list_update
12638,does my shopping list have tomato written on it,shopping_list,shopping_list_update
12639,on the shopping list did i put tomato,shopping_list,shopping_list_update
12640,do i have tomato on the shopping list,shopping_list,shopping_list_update
12641,is tomato on my shopping list,shopping_list,shopping_list_update
12648,read me everything on my shopping list,insurance_change,shopping_list
12649,can you tell me whats on my shopping list,pay_bill,shopping_list
12654,my list for shopping has what on it,who_do_you_work_for,shopping_list
12662,which purchases are on my shopping list,find_phone,shopping_list
12672,do i need to get milk,shopping_list,food_last
12673,do i need milk at the store,shopping_list,shopping_list_update
12675,did i put milk on the shopping list,shopping_list,shopping_list_update
12677,what do i need to go shopping for,shopping_list,shopping_list_update
12684,does my shopping list consist of chips,shopping_list,shopping_list_update
12685,are tomatoes on my shopping list,shopping_list,shopping_list_update
12686,is a toothbrush on my shopping list,shopping_list,shopping_list_update
12687,does my shopping list include corn,shopping_list,shopping_list_update
12688,do i have a big shopping list,shopping_list,shopping_list_update
12699,text roderick and tell him im running late,recipe,text
12715,text tony and invite him to my party next saturday,text,make_call
12719,send sal a text and tell them thanks,spending_history,text
12729,send a text to ashley and ask her what she wants to do for supper,credit_limit_change,text
12740,message mom where are you,text,reminder_update
12744,send a text for me,ingredients_list,text
12747,text mom i'll talk to you later,text,goodbye
12753,send a message to mom be there soon,mpg,text
12761,text my doctor and tell him it happened again,reminder_update,text
12762,text mary and tell them i'm on my way,meaning_of_life,text
12764,text nick and tell him the car's ready,spelling,text
12772,text paul and ask him what time the cookout is on saturday,text,make_call
12774,text billy and tell him to be at monday's meeting at 3pm,text,schedule_meeting
12779,write text and send to someone,expiration_date,text
12780,send a text to someone,tire_pressure,text
12794,what's my bill for water and electricity,spelling,bill_balance
12805,what's the balance on my bills,transactions,bill_balance
12806,read my bill balances,definition,bill_balance
12812,how much money do i need to spend on bill payments,meaning_of_life,min_payment
12817,what am i being charged for my water bill,bill_balance,pay_bill
12820,how much do i owe for my gas and phone bills,bill_balance,pay_bill
12823,let me know how much money i will need to spend on paying bills,bill_balance,pay_bill
12824,please let me know how much my gas bill is,time,bill_balance
12825,i need to know the cost of the cable bill,bill_balance,min_payment
12827,what do i owe for my utilities bill,bill_balance,pay_bill
12830,what's the amount due on my latest sprint bill,bill_balance,bill_due
12834,tell me what amount i have to pay for my directv bill please,bill_balance,min_payment
12837,what's the balance on my sprint account,bill_balance,balance
12841,what is my dte bill this month,bill_balance,bill_due
12842,how much are my electric and heating bills,bill_balance,bill_due
12845,how much is my electric bill for this month,bill_balance,bill_due
12847,how much are my cable and water bills,bill_balance,min_payment
12848,how much do i have to pay on my bills,bill_balance,min_payment
12850,how much do i have to pay for my cable bill,bill_balance,min_payment
12851,how much do i owe on my cable bill,gas_type,min_payment
12852,can you find out how much i owe on my bills,cancel_reservation,bill_balance
12855,how much do i need to pay on my bills,bill_balance,min_payment
12856,can you tell me how much i owe on my cable bill,reminder_update,min_payment
12859,what is the my comcast bill this month,routing,pay_bill
12861,do i have any due bills and how much,bill_balance,bill_due
12863,how much do i have to pay for my bills this month,bill_balance,min_payment
12864,do i owe any bills,bill_balance,pay_bill
12869,what's the water bill,account_blocked,bill_balance
12873,how much are utilities,bill_balance,pay_bill
12876,how much is my cable bill,bill_balance,min_payment
12877,how much is my rent,bill_balance,bill_due
12878,how much is my cable bill for,bill_balance,min_payment
12882,how much is my current cable bill for,bill_balance,min_payment
12886,what is my domain name bill,bill_balance,spending_history
12893,tell lydia and laura where i am located,do_you_have_pets,share_location
12909,share my location with ma,travel_alert,share_location
12910,tell base camp my gps coordinates,direct_deposit,share_location
12915,let my group know what my current location is,update_playlist,share_location
12935,trey needs my current location,lost_luggage,share_location
12938,advise sam of my current location please,definition,share_location
12945,send my location to my mom,exchange_rate,share_location
12947,can you share my current location with amy,international_visa,share_location
12972,please tell wanda where i am now,share_location,current_location
12985,please allow dan to see my location,what_are_your_hobbies,share_location
12992,give tom my location,translate,share_location
13010,have i got enough credit card points to get a new tablet device,how_busy,redeem_rewards
13022,how can i cash in the rewards i have earned on my amex,calendar,redeem_rewards
13024,call my credit card company and ask can i use my points,redeem_rewards,make_call
13026,i check my credit card company to see if my points are good to go,redeem_rewards,rewards_balance
13031,can i redeem my credit card points for anything,shopping_list,redeem_rewards
13034,do i have to contact someone to use my credit card points,redeem_rewards,rewards_balance
13035,do i have enough points to for a redemption,calendar,rewards_balance
13057,how can i go about cashing in rewards with discover,timezone,redeem_rewards
13058,"if i redeem my credit card points, can i get a kroeger gift card",share_location,redeem_rewards
13074,how do i use the reward for my bank of hawaii,travel_notification,redeem_rewards
13084,transfer my cash reward balance to my bank,redeem_rewards,transfer
13086,what do i do to get cach back for points on my discover card,are_you_a_bot,redeem_rewards
13087,i want to redeem my card points for cash,schedule_meeting,redeem_rewards
13088,i want to use the cash that my points have earned on my credit card,account_blocked,redeem_rewards
13093,can i get some music by three six mafia in here,car_rental,play_music
13096,can i hear some music by cloud control,income,play_music
13097,can x’s music be played,time,play_music
13099,i'd like to hear my workout playlist,play_music,update_playlist
13100,put on my jam session playlist please,play_music,update_playlist
13101,can i hear my smooth jazz playlist,play_music,update_playlist
13103,let's hear my workout playlist,play_music,update_playlist
13104,put my workout playlist on,play_music,update_playlist
13106,play rock playlist,play_music,update_playlist
13111,can you play the rock playlist,play_music,update_playlist
13113,rock music playlist,play_music,update_playlist
13114,i want to hear my rock playlist,play_music,update_playlist
13118,play me the playlist entitled jazz,play_music,update_playlist
13119,turn on the rap playlist,play_music,update_playlist
13120,turn my drake playlist on,play_music,update_playlist
13121,i want to hear my hip hop playlist,play_music,update_playlist
13122,i need to listen to my beyonce playlist,play_music,update_playlist
13130,i want to play my maroon 5 playlist,play_music,update_playlist
13131,"i want to listen to my maroon 5 playlist, play it for me",play_music,update_playlist
13132,look up my maroon 5 playlists; play it,current_location,update_playlist
13133,would you play my maroon 5 playlist,play_music,update_playlist
13134,i need for you to play my maroon 5 playlist,play_music,update_playlist
13153,start up some music,change_volume,play_music
13155,i want to hear my vaporwave playlist,play_music,update_playlist
13156,play my post-rock playlist,play_music,update_playlist
13158,resume my metal playlist,play_music,repeat
13161,start my playlist,order_status,update_playlist
13164,play that song called bring the noise,carry_on,play_music
13179,play songs by the beatles,vaccines,play_music
13182,pull up my shower playlist,bill_balance,update_playlist
13183,i need to hear my shower playlist,play_music,update_playlist
13184,use my shower playlist,play_music,update_playlist
13185,do the shower playlist please,make_call,play_music
13186,i want to hear my shower playlist,play_music,update_playlist
13193,add my dentist appointment to the calendar,goodbye,calendar_update
13194,add a vet appointment for 5 pm on saturday,calendar_update,schedule_maintenance
13196,please remove an event from this calendar,travel_alert,calendar_update
13199,make sure to add to my calendar the staff meeting for march 1 at 10 am,user_name,schedule_meeting
13200,add staff meeting to my calendar for march 1 at 10:00 in the morning,calendar_update,schedule_meeting
13201,i want you to add staff meeting to my calendar for march 1 at 10:00 am,calendar_update,schedule_meeting
13203,the staff meeting on march 1 at 10:00 am needs to be added to my calendar,calendar_update,schedule_meeting
13206,can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,play_music,calendar_update
13207,i need a clear calendar for april 15,calendar_update,calendar
13216,please schedule an event called 'nadine's baby shower' on my calendar,credit_score,schedule_meeting
13229,delete all events on my calendar that have the word girlfriend in them,insurance_change,calendar_update
13236,put a reminder on the calendar to buy a gun on march 1st,calendar_update,reminder_update
13237,i need to add farm trip to my calendar for friday,improve_credit_score,calendar_update
13238,i want to add farm trip to my calendar for friday,repeat,calendar_update
13265,put appointment on my calendar for tomorrow,who_made_you,calendar_update
13268,remember to put down that i have an appointment for tomorrow on my calendar,calendar_update,calendar
13270,delete the hair appointment i had scheduled on may 1st pleae,restaurant_reservation,calendar_update
13271,lunch with deb at noon today,calendar_update,schedule_meeting
13283,schedule family dinner on my calendar on march 8,calendar_update,schedule_meeting
13287,add meeting with carla to my schedule for july 4,calendar_update,schedule_meeting
13306,are you a bot or a person,improve_credit_score,are_you_a_bot
13324,am i talking with a real person,change_user_name,are_you_a_bot
13346,how real are you,bill_due,are_you_a_bot
13352,are you a person in real life or programmed ai,pto_request_status,are_you_a_bot
13362,you are a bot aren't you,book_flight,are_you_a_bot
13364,are you a live being,tire_change,are_you_a_bot
13366,please tell me if you are an ai,how_busy,are_you_a_bot
13375,are you a real person or a bot,pto_request_status,are_you_a_bot
13380,are you a real person or software,redeem_rewards,are_you_a_bot
13387,please specify if you are human or computer,international_fees,are_you_a_bot
13393,what level is my gas tank at,smart_home,gas
13396,what line is the gas tank at,pin_change,gas
13401,in my tank how much gas is there,restaurant_reviews,gas
13420,how much farther can i drive on the gas i have,thank_you,gas
13421,do i have the gas to get to orlando,gas,distance
13425,does my car have enough gas to get to chicago,definition,gas
13457,do i have enough fuel for the drive to tampa,spelling,gas
13458,can i make it to tampa without needing to get more gas,gas,distance
13459,can i get to work safely or do i need to stop and get gas,gas,travel_alert
13465,how many miles is there left to get to sioux falls,gas,distance
13466,how many miles before i run out of gas,what_song,gas
13475,please check the amount of gas i have,min_payment,gas
13488,do i have enough fuel in the gas tank,travel_notification,gas
13490,do i have enough fuel to make it to the theater,lost_luggage,gas
13497,how much time do i have before my credit card expires,pto_request_status,expiration_date
13518,i want to know the expiry month of my card,fun_fact,expiration_date
13527,what is the expiration date of my wells fargo card,time,expiration_date
13532,do i need a new card yet,expiration_date,new_card
13537,what's the month that my card expires,restaurant_reservation,expiration_date
13540,my credit card is set to expire in what month,apr,expiration_date
13542,my discover card expires on what date,change_accent,expiration_date
13555,when will my american express card expire,insurance,expiration_date
13562,do you know the expiration date for my visa card,current_location,expiration_date
13583,tell me when my visa card will have expired,lost_luggage,expiration_date
13585,when's my visa card expiring,timezone,expiration_date
13593,insert what i am listening to into my jazz playlist,gas_type,update_playlist
13597,add this song to my jazz playlist,insurance_change,update_playlist
13610,favorite what's currently playing on my playlist,update_playlist,what_song
13616,will you please add cannons by phil wickham to my playlist,last_maintenance,update_playlist
13618,can you please add hero by skillet to my playlist,new_card,update_playlist
13626,i really would like to add hey jude by the beatles to my playlist,income,update_playlist
13632,god's plan will be added to my new playlist,mpg,update_playlist
13635,please add the immigrant song by led zeppelin to my playlist,next_holiday,update_playlist
13646,will you add what i'm listening to to my love playlist,whisper_mode,update_playlist
13653,add welcome to the jungle by guns n roses to my playlist,yes,update_playlist
13685,add this song to my post-rock playlist,oil_change_how,update_playlist
13686,transfer happy to my rb playlist,update_playlist,transfer
13700,tell the restaurant i cannot make it,cancel_reservation,cancel
13705,"cancel the dinner reservation i made, okay",greeting,cancel_reservation
13710,call the restaurant and cancel my reservation,meal_suggestion,cancel_reservation
13732,"cancel my reservation for dinner, please",reminder_update,cancel_reservation
13746,could i cancel my reservations,weather,cancel_reservation
13755,i made a reservation under mark hamil at the emporium that i don't need any more,shopping_list_update,cancel_reservation
13768,im not going to dinner tonight,who_do_you_work_for,no
13770,remove my dinner reservation,bill_balance,cancel_reservation
13776,cancel my reservation for 3 at carlos jr,order,cancel_reservation
13782,because of circumstances i don't need my reservation anymore,how_busy,cancel_reservation
13783,i won't require my reservation anymore,pin_change,cancel_reservation
13797,what are some funny things about food,tell_joke,fun_fact
13799,indicate something funny on the topic of food,smart_home,tell_joke
13802,can you tell a joke,what_song,tell_joke
13808,do you have any jokes,bill_due,tell_joke
13841,tell me something that'll make me laugh,apr,tell_joke
13842,tell me a joke about cows,find_phone,tell_joke
13843,do you know anything funny about cats,calculator,fun_fact
13845,what's the funniest thing you know about artificial intelligence,tell_joke,fun_fact
13859,tell me something funny about pizza,measurement_conversion,tell_joke
13873,tell me something funny about rats,improve_credit_score,tell_joke
13878,tell me something funny about dogs,nutrition_info,tell_joke
13889,tell me a joke about baseball,restaurant_suggestion,tell_joke
13895,rename bob to betty,change_ai_name,change_user_name
13896,is there a way to change your name to betty,change_ai_name,change_user_name
13906,change your name to something funny,meeting_schedule,change_ai_name
13907,"from now, your new name will be lord vader",report_lost_card,change_ai_name
13912,change your name setting to plato,change_ai_name,change_user_name
13914,your name from this point forward is george,pto_request_status,change_ai_name
13925,i am going to address you as my own name,change_ai_name,change_user_name
13933,please open a call to my mother,change_ai_name,make_call
